id,词语,词类标记,词类名称,出现次数,频率,累积频率
611,谈,v,动词,2143,0.0224,53.0289
612,活动,n,名词,2141,0.0224,53.0513
613,空气,n,名词,2126,0.0222,53.0735
614,动作,n,名词,2125,0.0222,53.0957
615,万,m,数词,2119,0.0222,53.1179
616,体,n,名词,2119,0.0222,53.1401
617,应当,vu,能愿动词,2117,0.0222,53.1623
618,采用,v,动词,2116,0.0221,53.1844
619,理解,v,动词,2113,0.0221,53.2065
620,年代,nt,时间名词,2110,0.0221,53.2286
621,母亲,n,名词,2103,0.022,53.2506
622,站,v,动词,2099,0.022,53.2726
623,增长,v,动词,2094,0.0219,53.2945
624,百,m,数词,2091,0.0219,53.3164
625,近,a,形容词,2090,0.0219,53.3383
626,称为,v,动词,2087,0.0218,53.3601
627,内部,nd,方位名词,2087,0.0218,53.3819
628,搞,v,动词,2085,0.0218,53.4037
629,过,v,动词,2081,0.0218,53.4255
630,构成,v,动词,2079,0.0218,53.4473
631,掌握,v,动词,2075,0.0217,53.469
632,门,n,名词,2072,0.0217,53.4907
633,又是,vl,联系动词,2071,0.0217,53.5124
634,复杂,a,形容词,2070,0.0217,53.5341
635,干,v,动词,2069,0.0217,53.5558
636,过,vd,趋向动词,2068,0.0216,53.5774
637,所有,a,形容词,2065,0.0216,53.599
638,观点,n,名词,2062,0.0216,53.6206
639,地球,n,名词,2062,0.0216,53.6422
640,相同,a,形容词,2062,0.0216,53.6638
641,资金,n,名词,2050,0.0215,53.6853
642,合理,a,形容词,2044,0.0214,53.7067
643,一直,d,副词,2035,0.0213,53.728
644,适应,v,动词,2033,0.0213,53.7493
645,反对,v,动词,2029,0.0212,53.7705
646,信息,n,名词,2028,0.0212,53.7917
647,互相,d,副词,2028,0.0212,53.8129
648,运用,v,动词,2027,0.0212,53.8553
649,层,q,量词,2027,0.0212,53.8341
650,感情,n,名词,2024,0.0212,53.8765
651,段,q,量词,2023,0.0212,53.8977
652,坚持,v,动词,2022,0.0212,53.9189
653,属于,v,动词,2021,0.0211,53.94
654,相互,d,副词,2018,0.0211,53.9611
655,队,n,名词,2017,0.0211,53.9822
656,生,v,动词,2014,0.0211,54.0244
657,父亲,n,名词,2014,0.0211,54.0033
658,不少,a,形容词,2011,0.021,54.0454
659,面,n,名词,2002,0.0209,54.0663
660,电子,n,名词,2001,0.0209,54.0872
661,人员,n,名词,1999,0.0209,54.1081
662,只要,vu,能愿动词,1998,0.0209,54.129
663,发挥,v,动词,1996,0.0209,54.1499
664,形象,n,名词,1994,0.0209,54.1708
665,分布,v,动词,1991,0.0208,54.1916
666,身体,n,名词,1990,0.0208,54.2124
667,生命,n,名词,1984,0.0208,54.2332
668,生长,v,动词,1972,0.0206,54.2538
669,名,n,名词,1970,0.0206,54.2744
670,选择,v,动词,1970,0.0206,54.295
671,路,n,名词,1970,0.0206,54.3156
672,物,n,名词,1966,0.0206,54.3362
673,舞蹈,n,名词,1964,0.0206,54.3568
674,旧,a,形容词,1964,0.0206,54.3774
675,促进,v,动词,1964,0.0206,54.398
676,功能,n,名词,1958,0.0205,54.4185
677,妈妈,n,名词,1958,0.0205,54.439
678,跑,v,动词,1954,0.0204,54.4594
679,早,a,形容词,1954,0.0204,54.4798
680,物体,n,名词,1954,0.0204,54.5002
681,很多,a,形容词,1952,0.0204,54.5206
682,常常,d,副词,1944,0.0203,54.5409
683,力,n,名词,1942,0.0203,54.5612
684,怕,v,动词,1939,0.0203,54.5815
685,首先,d,副词,1937,0.0203,54.6018
686,米,q,量词,1933,0.0202,54.622
687,北京,ns,地名,1931,0.0202,54.6422
688,逐渐,d,副词,1931,0.0202,54.6624
689,无产阶级,n,名词,1929,0.0202,54.6826
690,新闻,n,名词,1929,0.0202,54.7028
691,人口,n,名词,1925,0.0201,54.7229
692,似乎,d,副词,1923,0.0201,54.743
693,概念,n,名词,1921,0.0201,54.7631
694,分之,u,助词,1920,0.0201,54.7832
695,代表,n,名词,1917,0.0201,54.8033
696,现代,nt,时间名词,1916,0.02,54.8433
697,只能,vu,能愿动词,1916,0.02,54.8233
698,统一,v,动词,1914,0.02,54.8633
699,未,d,副词,1912,0.02,54.8833
700,间,n,名词,1911,0.02,54.9033
701,太阳,n,名词,1903,0.0199,54.9232
702,帮助,v,动词,1896,0.0198,54.943
703,组织,v,动词,1894,0.0198,54.9628
704,迅速,a,形容词,1891,0.0198,54.9826
705,红,a,形容词,1887,0.0197,55.0023
706,光,n,名词,1886,0.0197,55.022
707,一部分,n,名词,1884,0.0197,55.0417
708,人家,r,代词,1883,0.0197,55.0614
709,特殊,a,形容词,1881,0.0197,55.0811
710,广大,a,形容词,1879,0.0197,55.1008
711,数,n,名词,1876,0.0196,55.1204
712,步,n,名词,1870,0.0196,55.14
713,式,k,后接成分,1865,0.0195,55.1595
714,线,n,名词,1864,0.0195,55.1985
715,解释,v,动词,1864,0.0195,55.179
716,效果,n,名词,1859,0.0195,55.218
717,刚,d,副词,1857,0.0194,55.2374
718,件,q,量词,1855,0.0194,55.2568
719,完全,a,形容词,1850,0.0194,55.2762
720,咱们,r,代词,1850,0.0194,55.2956
721,简单,a,形容词,1848,0.0193,55.3149
722,身上,nl,处所名词,1847,0.0193,55.3342
723,扩大,v,动词,1839,0.0192,55.3534
724,姑娘,n,名词,1834,0.0192,55.3726
725,会议,n,名词,1834,0.0192,55.3918
726,小,h,前接成分,1829,0.0191,55.4109
727,传统,n,名词,1823,0.0191,55.43
728,非,d,副词,1819,0.019,55.449
729,亦,d,副词,1814,0.019,55.468
730,句,n,名词,1813,0.019,55.487
731,行,v,动词,1812,0.019,55.506
732,现实,n,名词,1811,0.019,55.525
733,证明,v,动词,1810,0.0189,55.5439
734,保护,v,动词,1810,0.0189,55.5628
735,别人,r,代词,1807,0.0189,55.5817
736,离开,v,动词,1805,0.0189,55.6006
737,标准,n,名词,1802,0.0189,55.6195
738,表现,n,名词,1801,0.0188,55.6383
739,意见,n,名词,1799,0.0188,55.6759
740,保持,v,动词,1799,0.0188,55.6571
741,苏联,ns,地名,1798,0.0188,55.6947
742,正是,vl,联系动词,1797,0.0188,55.7135
743,别,d,副词,1795,0.0188,55.7323
744,教师,n,名词,1795,0.0188,55.7511
745,如此,r,代词,1791,0.0187,55.7698
746,远,a,形容词,1786,0.0187,55.7885
747,常,d,副词,1784,0.0187,55.8072
748,丰富,a,形容词,1781,0.0186,55.8258
749,道德,n,名词,1779,0.0186,55.8444
750,原子,n,名词,1778,0.0186,55.863
751,职工,n,名词,1778,0.0186,55.8816
752,啊,u,助词,1774,0.0186,55.9002
753,按照,p,介词,1773,0.0186,55.9188
754,减少,v,动词,1773,0.0186,55.9374
755,过去,vd,趋向动词,1772,0.0185,55.9744
756,除了,p,介词,1772,0.0185,55.9559
757,靠,v,动词,1771,0.0185,55.9929
758,生物,n,名词,1771,0.0185,56.0114
759,吸收,v,动词,1771,0.0185,56.0299
760,努力,v,动词,1763,0.0184,56.0483
761,意识,n,名词,1754,0.0184,56.0667
762,资源,n,名词,1752,0.0183,56.1033
763,仍然,d,副词,1752,0.0183,56.085
764,明显,a,形容词,1751,0.0183,56.1216
765,化学,n,名词,1749,0.0183,56.1399
766,座,q,量词,1748,0.0183,56.1582
767,战士,n,名词,1745,0.0183,56.1765
768,质,n,名词,1745,0.0183,56.1948
769,目标,n,名词,1742,0.0182,56.213
770,几乎,d,副词,1742,0.0182,56.2312
771,客观,a,形容词,1742,0.0182,56.2494
772,确定,v,动词,1739,0.0182,56.2676
773,该,vu,能愿动词,1738,0.0182,56.2858
774,平均,a,形容词,1735,0.0182,56.304
775,领导,v,动词,1734,0.0181,56.3221
776,花,n,名词,1733,0.0181,56.3583
777,脸,n,名词,1733,0.0181,56.3402
778,英国,ns,地名,1725,0.0181,56.3764
779,困难,n,名词,1722,0.018,56.3944
780,虽,c,连词,1720,0.018,56.4124
781,本身,n,名词,1720,0.018,56.4304
782,接受,v,动词,1716,0.018,56.4484
783,这次,r,代词,1710,0.0179,56.4663
784,高度,n,名词,1708,0.0179,56.5021
785,突然,d,副词,1708,0.0179,56.4842
786,动,v,动词,1706,0.0179,56.52
787,高兴,a,形容词,1703,0.0178,56.5556
788,帝国主义,n,名词,1703,0.0178,56.5378
789,不可,vu,能愿动词,1702,0.0178,56.5734
790,该,r,代词,1702,0.0178,56.5912
791,厂,n,名词,1700,0.0178,56.609
792,可是,d,副词,1699,0.0178,56.6268
793,手段,n,名词,1697,0.0178,56.6446
794,只有,d,副词,1695,0.0177,56.6623
795,得,v,动词,1692,0.0177,56.68
796,跟,c,连词,1687,0.0177,56.6977
797,各个,r,代词,1680,0.0176,56.7153
798,天,n,名词,1680,0.0176,56.7329
799,态度,n,名词,1678,0.0176,56.7505
800,不知,v,动词,1677,0.0175,56.768
801,理想,n,名词,1675,0.0175,56.7855
802,公司,n,名词,1673,0.0175,56.803
803,要求,n,名词,1673,0.0175,56.8205
804,计算,v,动词,1670,0.0175,56.838
805,观念,n,名词,1669,0.0175,56.8555
806,一天,nt,时间名词,1667,0.0174,56.8729
807,风,n,名词,1664,0.0174,56.8903
808,设备,n,名词,1663,0.0174,56.9077
809,下来,vd,趋向动词,1661,0.0174,56.9251
810,角,n,名词,1659,0.0174,56.9425
811,最大,a,形容词,1658,0.0174,56.9599
812,来,u,助词,1658,0.0174,56.9773
813,美,a,形容词,1656,0.0173,56.9946
814,回答,v,动词,1656,0.0173,57.0119
815,多,d,副词,1652,0.0173,57.0292
816,上面,nd,方位名词,1652,0.0173,57.0465
817,要,v,动词,1650,0.0173,57.0638
818,对,a,形容词,1648,0.0172,57.081
819,部队,n,名词,1647,0.0172,57.0982
820,穿,v,动词,1640,0.0172,57.1154
821,约,d,副词,1640,0.0172,57.1326
822,进,v,动词,1632,0.0171,57.1497
823,应用,v,动词,1628,0.017,57.1667
824,指导,v,动词,1627,0.017,57.1837
825,妇女,n,名词,1625,0.017,57.2347
826,考虑,v,动词,1625,0.017,57.2177
827,以为,v,动词,1625,0.017,57.2007
828,加以,v,动词,1623,0.017,57.2517
829,办,v,动词,1621,0.017,57.2687
830,独立,v,动词,1620,0.017,57.2857
831,面前,nd,方位名词,1620,0.017,57.3027
832,就要,vu,能愿动词,1614,0.0169,57.3196
833,介绍,v,动词,1612,0.0169,57.3365
834,家里,nl,处所名词,1603,0.0168,57.3533
835,说话,v,动词,1603,0.0168,57.3701
836,破坏,v,动词,1599,0.0167,57.3868
837,资料,n,名词,1598,0.0167,57.4035
838,省,n,名词,1598,0.0167,57.4202
839,统治,v,动词,1597,0.0167,57.4536
840,下,v,动词,1597,0.0167,57.4369
841,道,v,动词,1592,0.0167,57.4703
842,措施,n,名词,1591,0.0166,57.4869
843,分配,v,动词,1588,0.0166,57.5035
844,同样,a,形容词,1586,0.0166,57.5201
845,成立,v,动词,1586,0.0166,57.5367
846,训练,v,动词,1586,0.0166,57.5533
847,二十,m,数词,1581,0.0165,57.5698
848,竟,d,副词,1580,0.0165,57.5863
849,中央,n,名词,1578,0.0165,57.6028
850,重大,a,形容词,1576,0.0165,57.6193
851,气,n,名词,1575,0.0165,57.6358
852,清楚,a,形容词,1571,0.0164,57.6522
853,终于,d,副词,1570,0.0164,57.6686
854,数量,n,名词,1570,0.0164,57.685
855,商业,n,名词,1568,0.0164,57.7014
856,副,h,前接成分,1562,0.0163,57.7177
857,今年,nt,时间名词,1559,0.0163,57.734
858,过来,vd,趋向动词,1554,0.0163,57.7503
859,加,v,动词,1551,0.0162,57.7665
860,胜利,v,动词,1551,0.0162,57.7827
861,普遍,a,形容词,1550,0.0162,57.7989
862,重视,v,动词,1549,0.0162,57.8151
863,先进,a,形容词,1543,0.0161,57.8312
864,发,v,动词,1540,0.0161,57.8473
865,若,c,连词,1537,0.0161,57.8634
866,想到,v,动词,1535,0.0161,57.8795
867,改造,v,动词,1533,0.016,57.8955
868,仅,d,副词,1528,0.016,57.9115
869,平衡,a,形容词,1528,0.016,57.9275
870,讨论,v,动词,1526,0.016,57.9435
871,位置,n,名词,1526,0.016,57.9595
872,革命,n,名词,1524,0.0159,57.9754
873,希望,v,动词,1522,0.0159,58.0072
874,军事,n,名词,1522,0.0159,58.0231
875,及其,c,连词,1522,0.0159,57.9913
876,上述,v,动词,1520,0.0159,58.039
877,权利,n,名词,1520,0.0159,58.0549
878,自,p,介词,1518,0.0159,58.0708
879,老师,n,名词,1517,0.0159,58.0867
880,口,n,名词,1515,0.0159,58.1026
881,儿子,n,名词,1514,0.0158,58.1184
882,算,v,动词,1505,0.0157,58.1341
883,集体,n,名词,1505,0.0157,58.1498
884,经过,v,动词,1502,0.0157,58.1655
885,黑,a,形容词,1500,0.0157,58.1812
886,之中,nd,方位名词,1500,0.0157,58.1969
887,场,q,量词,1499,0.0157,58.2283
888,左右,n,名词,1499,0.0157,58.2126
889,一起,d,副词,1498,0.0157,58.244
890,喜欢,v,动词,1496,0.0157,58.2597
891,真,a,形容词,1496,0.0157,58.2754
892,巨大,a,形容词,1496,0.0157,58.2911
893,作出,v,动词,1495,0.0156,58.3067
894,根,n,名词,1493,0.0156,58.3223
895,长期,nt,时间名词,1491,0.0156,58.3379
896,号,n,名词,1490,0.0156,58.3535
897,发出,v,动词,1487,0.0156,58.3691
898,达,v,动词,1484,0.0155,58.3846
899,体系,n,名词,1483,0.0155,58.4001
900,还要,v,动词,1482,0.0155,58.4156
901,爸爸,n,名词,1479,0.0155,58.4311
902,宗教,n,名词,1477,0.0155,58.4466
903,在于,v,动词,1475,0.0154,58.462
904,鱼,n,名词,1471,0.0154,58.4774
905,拉,v,动词,1470,0.0154,58.4928
906,根本,d,副词,1470,0.0154,58.5082
907,县,n,名词,1469,0.0154,58.5236
908,错误,n,名词,1469,0.0154,58.539
909,调节,v,动词,1469,0.0154,58.5544
910,忽然,d,副词,1468,0.0154,58.5852
911,必要,a,形容词,1468,0.0154,58.5698
912,自然,n,名词,1467,0.0154,58.6006
913,比较,v,动词,1465,0.0153,58.6312
914,机关,n,名词,1465,0.0153,58.6159
915,每个,r,代词,1464,0.0153,58.6465
916,稳定,a,形容词,1463,0.0153,58.6618
917,本质,n,名词,1463,0.0153,58.6771
918,执行,v,动词,1461,0.0153,58.6924
919,据,p,介词,1459,0.0153,58.7077
920,以前,nt,时间名词,1454,0.0152,58.7229
921,大小,n,名词,1451,0.0152,58.7381
922,共同,a,形容词,1448,0.0152,58.7533
923,市,n,名词,1448,0.0152,58.7685
924,工具,n,名词,1448,0.0152,58.7837
925,下来,v,动词,1446,0.0151,58.7988
926,船,n,名词,1443,0.0151,58.8139
927,电流,n,名词,1440,0.0151,58.829
928,来到,v,动词,1438,0.015,58.844
929,行动,n,名词,1437,0.015,58.859
930,同时,n,名词,1436,0.015,58.874
931,山,n,名词,1434,0.015,58.889
932,广泛,a,形容词,1431,0.015,58.904
933,倍,n,名词,1430,0.015,58.919
934,她们,r,代词,1426,0.0149,58.9339
935,在,v,动词,1424,0.0149,58.9488
936,间,nd,方位名词,1424,0.0149,58.9637
937,面积,n,名词,1422,0.0149,58.9786
938,逐步,d,副词,1421,0.0149,58.9935
939,道路,n,名词,1417,0.0148,59.0083
940,祖国,n,名词,1415,0.0148,59.0231
941,随,p,介词,1415,0.0148,59.0379
942,转化,v,动词,1414,0.0148,59.0527
943,溶液,n,名词,1413,0.0148,59.0675
944,接着,v,动词,1412,0.0148,59.0823
945,送,v,动词,1412,0.0148,59.0971
946,其它,r,代词,1411,0.0148,59.1119
947,团,n,名词,1411,0.0148,59.1267
948,经,v,动词,1411,0.0148,59.1415
949,句,q,量词,1411,0.0148,59.1563
950,安排,v,动词,1410,0.0148,59.1711
951,更加,d,副词,1409,0.0147,59.1858
952,正常,a,形容词,1406,0.0147,59.2005
953,除,p,介词,1405,0.0147,59.2152
954,教学,v,动词,1403,0.0147,59.2299
955,前面,nd,方位名词,1396,0.0146,59.2445
956,检查,v,动词,1395,0.0146,59.2591
957,也许,d,副词,1394,0.0146,59.2737
958,不好,a,形容词,1394,0.0146,59.2883
959,深,a,形容词,1392,0.0146,59.3029
960,哲学,n,名词,1392,0.0146,59.3175
961,强调,v,动词,1392,0.0146,59.3321
962,国,n,名词,1390,0.0145,59.3466
963,超过,v,动词,1388,0.0145,59.3611
964,金属,n,名词,1387,0.0145,59.3756
965,是否,d,副词,1385,0.0145,59.4336
966,性格,n,名词,1385,0.0145,59.4191
967,不但,c,连词,1385,0.0145,59.3901
968,观众,n,名词,1385,0.0145,59.4046
969,文艺,n,名词,1384,0.0145,59.4481
970,化,k,后接成分,1382,0.0145,59.4626
971,九,m,数词,1380,0.0144,59.477
972,状况,n,名词,1377,0.0144,59.4914
973,提,v,动词,1375,0.0144,59.5202
974,生产力,n,名词,1375,0.0144,59.5058
975,土壤,n,名词,1373,0.0144,59.5346
976,伟大,a,形容词,1371,0.0143,59.5489
977,称,v,动词,1369,0.0143,59.5632
978,听到,v,动词,1368,0.0143,59.5775
979,热,a,形容词,1367,0.0143,59.5918
980,倒,v,动词,1367,0.0143,59.6061
981,中间,nd,方位名词,1366,0.0143,59.6204
982,朋友,n,名词,1365,0.0143,59.6347
983,认真,a,形容词,1363,0.0143,59.649
984,唱,v,动词,1362,0.0143,59.6633
985,法国,ns,地名,1361,0.0142,59.6775
986,基础上,nl,处所名词,1361,0.0142,59.6917
987,之,r,代词,1360,0.0142,59.7059
988,海洋,n,名词,1360,0.0142,59.7201
989,意思,n,名词,1358,0.0142,59.7343
990,必然,a,形容词,1357,0.0142,59.7485
991,著名,a,形容词,1356,0.0142,59.7627
992,人类,n,名词,1355,0.0142,59.7769
993,能量,n,名词,1354,0.0142,59.7911
994,支持,v,动词,1352,0.0141,59.8052
995,现代化,v,动词,1351,0.0141,59.8193
996,入,v,动词,1350,0.0141,59.8334
997,无论,c,连词,1349,0.0141,59.8616
998,转,v,动词,1349,0.0141,59.8757
999,下,vd,趋向动词,1349,0.0141,59.8475
1000,之一,m,数词,1347,0.0141,59.8898
1001,全,d,副词,1345,0.0141,59.9039
1002,多少,m,数词,1344,0.0141,59.918
1003,以来,nt,时间名词,1344,0.0141,59.9321
1004,一起,n,名词,1342,0.014,59.9461
1005,病,n,名词,1342,0.014,59.9601
1006,开展,v,动词,1341,0.014,59.9741
1007,曾经,d,副词,1339,0.014,59.9881
1008,工厂,n,名词,1339,0.014,60.0021
1009,找到,v,动词,1339,0.014,60.0161
1010,比例,n,名词,1338,0.014,60.0301
1011,机构,n,名词,1337,0.014,60.0441
1012,举行,v,动词,1336,0.014,60.0581
1013,分为,v,动词,1335,0.014,60.0721
1014,形态,n,名词,1334,0.014,60.0861
1015,白,a,形容词,1333,0.0139,60.1
1016,这儿,r,代词,1327,0.0139,60.1139
1017,马克思主义,n,名词,1326,0.0139,60.1417
1018,取,v,动词,1326,0.0139,60.1278
1019,带来,v,动词,1325,0.0139,60.1556
1020,很快,a,形容词,1325,0.0139,60.1695
1021,让,v,动词,1325,0.0139,60.1834
1022,故,c,连词,1324,0.0139,60.1973
1023,限制,v,动词,1323,0.0138,60.2111
1024,作家,n,名词,1323,0.0138,60.2249
1025,尤其,d,副词,1322,0.0138,60.2387
1026,越来越,d,副词,1322,0.0138,60.2525
1027,教授,n,名词,1321,0.0138,60.2663
1028,汽车,n,名词,1321,0.0138,60.2801
1029,某种,r,代词,1321,0.0138,60.2939
1030,表明,v,动词,1320,0.0138,60.3077
1031,反,v,动词,1320,0.0138,60.3215
1032,点,q,量词,1318,0.0138,60.3353
1033,哭,v,动词,1317,0.0138,60.3491
1034,离,v,动词,1317,0.0138,60.3629
1035,审美,v,动词,1315,0.0138,60.3767
1036,个体,n,名词,1313,0.0137,60.3904
1037,相信,v,动词,1312,0.0137,60.4041
1038,领域,n,名词,1309,0.0137,60.4178
1039,解放,v,动词,1308,0.0137,60.4315
1040,其实,d,副词,1308,0.0137,60.4452
1041,一致,a,形容词,1306,0.0137,60.4589
1042,以下,nd,方位名词,1305,0.0137,60.4726
1043,投资,v,动词,1305,0.0137,60.4863
1044,去年,nt,时间名词,1304,0.0136,60.4999
1045,里面,nd,方位名词,1303,0.0136,60.5407
1046,表,n,名词,1303,0.0136,60.5271
1047,立即,d,副词,1303,0.0136,60.5135
1048,调整,v,动词,1303,0.0136,60.5543
1049,卖,v,动词,1302,0.0136,60.5679
1050,并不是,v,动词,1301,0.0136,60.5815
1051,件,n,名词,1300,0.0136,60.5951
1052,同学,n,名词,1296,0.0136,60.6087
1053,短,a,形容词,1295,0.0136,60.6359
1054,大学,n,名词,1295,0.0136,60.6223
1055,女人,n,名词,1292,0.0135,60.6494
1056,国民经济,n,名词,1291,0.0135,60.6629
1057,组,n,名词,1290,0.0135,60.6764
1058,即,v,动词,1290,0.0135,60.6899
1059,留,v,动词,1289,0.0135,60.7034
1060,晚上,nt,时间名词,1288,0.0135,60.7169
1061,回到,v,动词,1288,0.0135,60.7304
1062,重,a,形容词,1287,0.0135,60.7439
1063,这位,r,代词,1286,0.0135,60.7574
1064,气候,n,名词,1284,0.0134,60.7708
1065,有效,a,形容词,1283,0.0134,60.7842
1066,此外,c,连词,1283,0.0134,60.7976
1067,故事,n,名词,1283,0.0134,60.811
1068,类型,n,名词,1279,0.0134,60.8244
1069,神,n,名词,1278,0.0134,60.8512
1070,处于,v,动词,1278,0.0134,60.8378
1071,李,nhf,人名-姓,1276,0.0134,60.878
1072,三十,m,数词,1276,0.0134,60.8914
1073,求,v,动词,1276,0.0134,60.8646
1074,全面,a,形容词,1275,0.0133,60.9047
1075,降低,v,动词,1273,0.0133,60.918
1076,下面,nd,方位名词,1271,0.0133,60.9313
1077,机会,n,名词,1267,0.0133,60.9446
1078,符合,v,动词,1266,0.0132,60.9578
1079,机器,n,名词,1266,0.0132,60.971
1080,无法,d,副词,1264,0.0132,60.9842
1081,调查,v,动词,1264,0.0132,60.9974
1082,脚,n,名词,1263,0.0132,61.0106
1083,劳动者,n,名词,1261,0.0132,61.0238
1084,主体,n,名词,1260,0.0132,61.037
1085,有点,d,副词,1260,0.0132,61.0502
1086,真正,a,形容词,1259,0.0132,61.0634
1087,气体,n,名词,1259,0.0132,61.0766
1088,联系,v,动词,1257,0.0132,61.0898
1089,欧洲,ns,地名,1253,0.0131,61.1029
1090,书记,n,名词,1250,0.0131,61.116
1091,王,nhf,人名-姓,1249,0.0131,61.1291
1092,民主,a,形容词,1249,0.0131,61.1422
1093,宣传,v,动词,1248,0.0131,61.1684
1094,消费,v,动词,1248,0.0131,61.1553
1095,多少,r,代词,1246,0.013,61.1944
1096,发育,v,动词,1246,0.013,61.1814
1097,车,n,名词,1243,0.013,61.2074
1098,眼,n,名词,1243,0.013,61.2204
1099,演员,n,名词,1242,0.013,61.2334
1100,粮食,n,名词,1242,0.013,61.2464
1101,制造,v,动词,1240,0.013,61.2724
1102,通常,d,副词,1240,0.013,61.2594
1103,一片,mq,数量,1238,0.013,61.2854
1104,小时,nt,时间名词,1237,0.0129,61.3112
1105,空间,n,名词,1237,0.0129,61.2983
1106,期,nt,时间名词,1235,0.0129,61.3241
1107,恢复,v,动词,1235,0.0129,61.337
1108,马上,d,副词,1231,0.0129,61.3499
1109,法,k,后接成分,1227,0.0128,61.3627
1110,接,v,动词,1224,0.0128,61.3755
1111,每天,nt,时间名词,1224,0.0128,61.3883
1112,成分,n,名词,1222,0.0128,61.4139
1113,有着,v,动词,1222,0.0128,61.4011
1114,交换,v,动词,1219,0.0128,61.4267
1115,马,n,名词,1217,0.0127,61.4394
1116,设计,v,动词,1211,0.0127,61.4521
1117,分别,d,副词,1210,0.0127,61.4648
1118,支,q,量词,1209,0.0127,61.4775
1119,回,v,动词,1209,0.0127,61.4902
1120,体现,v,动词,1207,0.0126,61.5154
1121,火,n,名词,1207,0.0126,61.5028
1122,委员会,n,名词,1205,0.0126,61.528
1123,品种,n,名词,1205,0.0126,61.5406
1124,密切,a,形容词,1204,0.0126,61.5532
1125,睡,v,动词,1202,0.0126,61.5658
1126,加工,v,动词,1200,0.0126,61.5784
1127,封建,n,名词,1198,0.0125,61.6034
1128,成果,n,名词,1198,0.0125,61.6159
1129,承认,v,动词,1198,0.0125,61.5909
1130,不能,v,动词,1195,0.0125,61.6284
